street,zip,state,city,beds,baths,sq__ft,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
8616 ROCKPORTE CT,95747,CA,ROSEVILLE,4,2,0,2008-05-20T00:00:00Z,,38.742118,-121.359909,342178.5,316250.0,0.3856572230166467,0.8008488859483607,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
4128 HILL ST,95628,CA,FAIR OAKS,5,5,2846,2008-05-20T00:00:00Z,680000.0,38.64167,-121.262099,680000.0,680000.0,0.768137502986168,3.2992277626087896,0.488835451734799,1.7915318336424235,4,10,0.0,0.0,1.0,0.0
1409 47TH ST,95819,CA,SACRAMENTO,5,2,2484,2008-05-20T00:00:00Z,699000.0,38.563244,-121.446876,699000.0,699000.0,0.7896492342389773,3.4397433859677182,0.42665750601167984,1.3674516053642711,4,10,0.0,0.0,1.0,0.0
3935 EL MONTE DR,95650,CA,LOOMIS,4,4,1624,2008-05-20T00:00:00Z,839000.0,38.813337,-121.133348,839000.0,839000.0,0.9481567276807296,4.475121663349294,0.278941944349021,0.3599681901178322,5,10,0.0,0.0,1.0,0.0
5840 WALERGA RD,95842,CA,SACRAMENTO,2,1,840,2008-05-19T00:00:00Z,40000.0,38.673678,-121.357471,40000.0,40000.0,0.043531818681013856,-1.4339300768498433,0.14428031604259706,-0.5584818070370613,1,1,1.0,0.0,0.0,0.0
923 FULTON AVE,95825,CA,SACRAMENTO,1,1,484,2008-05-19T00:00:00Z,48000.0,38.582279,-121.401482,48000.0,48000.0,0.05258938973482829,-1.3747656038566105,0.0831329440054964,-0.9755330812553548,1,1,1.0,0.0,0.0,0.0
261 REDONDO AVE,95815,CA,SACRAMENTO,3,1,970,2008-05-19T00:00:00Z,61500.0,38.620685,-121.46053899999998,61500.0,61500.0,0.06787404088814013,-1.27492555568053,0.16660941257299894,-0.4061878024067856,1,1,0.0,0.0,1.0,0.0
4030 BROADWAY,95817,CA,SACRAMENTO,2,1,623,2008-05-19T00:00:00Z,62050.0,38.546798,-121.46003799999998,62050.0,62050.0,0.06849674889808988,-1.2708579981622452,0.10700790106492614,-0.8126956455352907,1,1,0.0,0.0,1.0,0.0
3660 22ND AVE,95820,CA,SACRAMENTO,2,1,932,2008-05-19T00:00:00Z,65000.0,38.532718,-121.46747,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.1600824458948815,-0.4507045114525585,1,1,0.0,0.0,1.0,0.0
3924 HIGH ST,95838,CA,SACRAMENTO,2,1,796,2008-05-19T00:00:00Z,65000.0,38.638797,-121.435049,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.136722775678461,-0.6100274701426931,1,1,0.0,0.0,1.0,0.0
4734 14TH AVE,95820,CA,SACRAMENTO,2,1,834,2008-05-19T00:00:00Z,68000.0,38.539447,-121.450858,68000.0,68000.0,0.07523331736936435,-1.2268544213735282,0.1432497423565785,-0.5655107610969201,1,1,0.0,0.0,1.0,0.0
5050 RHODE ISLAND DR Unit 4,95841,CA,SACRAMENTO,2,1,924,2008-05-19T00:00:00Z,77000.0,38.658739,-121.33356100000002,77000.0,77000.0,0.08542308480490557,-1.1602943892561408,0.15870834764685676,-0.460076450199037,1,1,1.0,0.0,0.0,0.0
4513 GREENHOLME DR,95842,CA,SACRAMENTO,2,1,795,2008-05-19T00:00:00Z,82732.0,38.669104,-121.359008,82732.0,82732.0,0.09191283446496362,-1.1179030443564897,0.13655101339745793,-0.6111989624860028,1,1,1.0,0.0,0.0,0.0
3845 ELM ST,95838,CA,SACRAMENTO,3,1,1250,2008-05-19T00:00:00Z,84000.0,38.637337,-121.432835,84000.0,84000.0,0.0933484594769932,-1.1085254753870624,0.21470285125386465,-0.0781699462800379,1,1,0.0,0.0,1.0,0.0
3908 17TH AVE,95820,CA,SACRAMENTO,2,1,984,2008-05-19T00:00:00Z,84675.0,38.53728,-121.463531,84675.0,84675.0,0.0941126920346588,-1.1035334729782582,0.16901408450704225,-0.3897869096004482,1,1,0.0,0.0,1.0,0.0
7109 CHANDLER DR,95828,CA,SACRAMENTO,3,1,1013,2008-05-19T00:00:00Z,85000.0,38.497237,-121.42418700000002,85000.0,85000.0,0.09448065585872,-1.1011299162629082,0.17399519065613192,-0.3558136316444636,1,1,0.0,0.0,1.0,0.0
7541 SKELTON WAY,95822,CA,SACRAMENTO,3,1,1012,2008-05-19T00:00:00Z,90000.0,38.484274,-121.488851,90000.0,90000.0,0.10014163776735402,-1.0641521206421376,0.17382342837512882,-0.35698512398777343,1,2,0.0,0.0,1.0,0.0
9058 MONTOYA ST,95826,CA,SACRAMENTO,2,1,795,2008-05-19T00:00:00Z,90000.0,38.559144,-121.368387,90000.0,90000.0,0.10014163776735402,-1.0641521206421376,0.13655101339745793,-0.6111989624860028,1,2,1.0,0.0,0.0,0.0
1016 CONGRESS AVE,95838,CA,SACRAMENTO,2,2,918,2008-05-19T00:00:00Z,91000.0,38.630151,-121.442789,91000.0,91000.0,0.10127383414908082,-1.0567565615179837,0.1576777739608382,-0.4671054042588959,1,2,0.0,0.0,1.0,0.0
540 MORRISON AVE,95838,CA,SACRAMENTO,3,1,1082,2008-05-19T00:00:00Z,95000.0,38.637704,-121.453946,95000.0,95000.0,0.10580261967598804,-1.027174325021367,0.18584678804534524,-0.2749806599560865,1,2,0.0,0.0,1.0,0.0
5303 JERRETT WAY,95842,CA,SACRAMENTO,2,1,964,2008-05-19T00:00:00Z,97500.0,38.663282,-121.359631,97500.0,97500.0,0.10863311063030504,-1.0086854272109818,0.1655788388869804,-0.4132167564666445,1,2,0.0,0.0,1.0,0.0
2820 DEL PASO BLVD,95815,CA,SACRAMENTO,4,2,1404,2008-05-19T00:00:00Z,100000.0,38.617718,-121.440089,100000.0,100000.0,0.11146360158462204,-0.9901965294005964,0.2411542425283408,0.10223987458967332,1,2,0.0,1.0,0.0,0.0
3715 TALLYHO DR Unit 78HIGH,95826,CA,SACRAMENTO,1,1,625,2008-05-19T00:00:00Z,100000.0,38.544627,-121.35796,100000.0,100000.0,0.11146360158462204,-0.9901965294005964,0.10735142562693233,-0.8103526608486711,1,2,1.0,0.0,0.0,0.0
6013 ROWAN WAY,95621,CA,CITRUS HEIGHTS,2,1,888,2008-05-19T00:00:00Z,,38.675893,-121.2963,179974.0,183918.0,0.20200987501684145,-0.3987440840054953,0.15252490553074546,-0.5022501745581902,2,4,0.0,0.0,1.0,0.0
2987 PONDEROSA LN,95815,CA,SACRAMENTO,4,2,1120,2008-05-19T00:00:00Z,102750.0,38.622243,-121.457863,102750.0,102750.0,0.11457714163437074,-0.9698587418091726,0.19237375472346271,-0.2304639509103136,1,2,0.0,0.0,1.0,0.0
3732 LANKERSHIM WAY,95660,CA,NORTH HIGHLANDS,3,1,1331,2008-05-19T00:00:00Z,112500.0,38.68972,-121.378399,112500.0,112500.0,0.1256160563562071,-0.8977520403486701,0.2286155960151151,0.01672093352805696,1,2,0.0,0.0,1.0,0.0
2216 DUNLAP DR,95821,CA,SACRAMENTO,3,1,1014,2008-05-19T00:00:00Z,113000.0,38.623738,-121.41305,113000.0,113000.0,0.1261821545470705,-0.894054260786593,0.17416695293713502,-0.3546421393011538,1,2,0.0,0.0,1.0,0.0
3503 21ST AVE,95820,CA,SACRAMENTO,4,2,1448,2008-05-19T00:00:00Z,114000.0,38.53361,-121.469308,114000.0,114000.0,0.1273143509287973,-0.8866587016624389,0.2487117828924768,0.1537855376953051,1,2,0.0,0.0,1.0,0.0
523 EXCHANGE ST,95838,CA,SACRAMENTO,3,1,966,2008-05-19T00:00:00Z,114000.0,38.659414,-121.45408,114000.0,114000.0,0.1273143509287973,-0.8866587016624389,0.16592236344898662,-0.4108737717800248,1,2,0.0,0.0,1.0,0.0
8101 PORT ROYALE WAY,95823,CA,SACRAMENTO,2,1,779,2008-05-19T00:00:00Z,114750.0,38.463929,-121.438667,114750.0,114750.0,0.1281634982150924,-0.8811120323193233,0.13380281690140844,-0.6299428399789598,1,2,0.0,0.0,1.0,0.0
8020 WALERGA RD,95843,CA,ANTELOPE,2,2,836,2008-05-19T00:00:00Z,,38.71607,-121.364468,236168.15625,232600.0,0.2656326953972821,0.016843120973334083,0.14359326691858468,-0.5631677764103005,2,6,1.0,0.0,0.0,0.0
167 VALLEY OAK DR,95678,CA,ROSEVILLE,2,2,1100,2008-05-19T00:00:00Z,115000.0,38.732429,-121.288069,115000.0,115000.0,0.1284465473105241,-0.8792631425382847,0.1889385091034009,-0.2538937977765099,1,2,1.0,0.0,0.0,0.0
7876 BURLINGTON WAY,95832,CA,SACRAMENTO,3,1,1174,2008-05-19T00:00:00Z,116100.0,38.470093,-121.468347,116100.0,116100.0,0.1296919633304236,-0.8711280275017153,0.20164891789762968,-0.1672033643715837,1,2,0.0,0.0,1.0,0.0
3726 JONKO AVE,95660,CA,NORTH HIGHLANDS,3,2,1207,2008-05-19T00:00:00Z,119250.0,38.656131,-121.377265,119250.0,119250.0,0.13325838193286302,-0.8478320162606298,0.2073170731707317,-0.12854411704235988,1,2,0.0,0.0,1.0,0.0
7342 GIGI PL,95828,CA,SACRAMENTO,4,4,1995,2008-05-19T00:00:00Z,120000.0,38.490704,-121.410176,120000.0,120000.0,0.1341075292191581,-0.8422853469175142,0.34266575060116805,0.7945918494857729,1,2,0.0,1.0,0.0,0.0
2610 PHYLLIS AVE,95820,CA,SACRAMENTO,2,1,804,2008-05-19T00:00:00Z,120000.0,38.53105,-121.479574,120000.0,120000.0,0.1341075292191581,-0.8422853469175142,0.13809687392648573,-0.6006555313962145,1,2,0.0,0.0,1.0,0.0
4200 COMMERCE WAY Unit 711,95834,CA,SACRAMENTO,2,2,958,2008-05-19T00:00:00Z,120000.0,38.647523,-121.523217,120000.0,120000.0,0.1341075292191581,-0.8422853469175142,0.16454826520096186,-0.42024571052650334,1,2,1.0,0.0,0.0,0.0
4621 COUNTRY SCENE WAY,95823,CA,SACRAMENTO,3,2,1366,2008-05-19T00:00:00Z,120108.0,38.470187,-121.448149,120108.0,120108.0,0.1342298064283846,-0.8414866265321056,0.2346272758502233,0.057723165543900425,1,2,0.0,0.0,1.0,0.0
5380 VILLAGE WOOD DR,95823,CA,SACRAMENTO,2,2,901,2008-05-19T00:00:00Z,121500.0,38.454949,-121.440578,121500.0,121500.0,0.13580582379174833,-0.831192008231283,0.15475781518378565,-0.4870207740951626,1,2,0.0,0.0,1.0,0.0
2621 EVERGREEN ST,95815,CA,SACRAMENTO,3,1,696,2008-05-19T00:00:00Z,121725.0,38.613103,-121.44408500000002,121725.0,121725.0,0.13606056797763685,-0.8295280074283483,0.11954654757815185,-0.7271767044736743,1,2,0.0,0.0,1.0,0.0
201 CARLO CT,95632,CA,GALT,3,2,1080,2008-05-19T00:00:00Z,,38.24227,-121.31032,242690.6,222750.0,0.27301738261104863,0.0650802393604286,0.18550326348333904,-0.2773236446427061,2,7,0.0,0.0,1.0,0.0
6743 21ST ST,95822,CA,SACRAMENTO,3,2,1104,2008-05-19T00:00:00Z,123000.0,38.50372,-121.490657,123000.0,123000.0,0.13750411836433854,-0.8200986695450518,0.18962555822741325,-0.2492078284032706,1,2,0.0,0.0,1.0,0.0
3128 VIA GRANDE,95825,CA,SACRAMENTO,2,1,972,2008-05-19T00:00:00Z,,38.598321,-121.39161,181592.8,188000.0,0.2038426745195808,-0.3867721528953148,0.16695293713500514,-0.403844817720166,2,4,0.0,0.0,1.0,0.0
2847 BELGRADE WAY,95833,CA,SACRAMENTO,4,2,1390,2008-05-19T00:00:00Z,125573.0,38.617173,-121.482541,125573.0,125573.0,0.1404172596545216,-0.8010698959186033,0.2387495705942975,0.08583898178333592,1,2,0.0,0.0,1.0,0.0
7741 MILLDALE CIR,95626,CA,ELVERTA,4,2,1354,2008-05-19T00:00:00Z,126714.0,38.705834,-121.43919,126714.0,126714.0,0.14170909572607188,-0.7926315629579435,0.2325661284781862,0.04366525742418266,1,2,0.0,0.0,1.0,0.0
9013 CASALS ST,95826,CA,SACRAMENTO,2,1,795,2008-05-19T00:00:00Z,126960.0,38.557045,-121.37167,126960.0,126960.0,0.14198761603597668,-0.7908122554134015,0.13655101339745793,-0.6111989624860028,1,2,1.0,0.0,0.0,0.0
227 MAHAN CT Unit 1,95678,CA,ROSEVILLE,2,1,780,2008-05-19T00:00:00Z,127000.0,38.749723,-121.27008,127000.0,127000.0,0.14203290389124573,-0.7905164330484354,0.13397457918241154,-0.62877134763565,1,2,1.0,0.0,0.0,0.0
7349 FLETCHER FARM DR,95828,CA,SACRAMENTO,4,2,1587,2008-05-19T00:00:00Z,127500.0,38.49069,-121.382619,127500.0,127500.0,0.14259900208210916,-0.7868186534863584,0.2725867399519066,0.3166229734153691,1,2,0.0,0.0,1.0,0.0
7226 LARCHMONT DR,95660,CA,NORTH HIGHLANDS,3,2,1209,2008-05-19T00:00:00Z,,38.699269,-121.376334,135344.1052631579,125000.0,0.15148006967894068,-0.7288071092365856,0.2076605977327379,-0.12620113235574024,1,3,0.0,0.0,1.0,0.0
4114 35TH AVE,95824,CA,SACRAMENTO,2,1,1139,2008-05-19T00:00:00Z,133105.0,38.520941,-121.459355,133105.0,133105.0,0.14894496280168787,-0.7453665445954746,0.19563723806252148,-0.2082055963874272,1,3,0.0,0.0,1.0,0.0
617 M ST,95673,CA,RIO LINDA,2,2,1690,2008-05-19T00:00:00Z,136500.0,38.691104,-121.451832,136500.0,136500.0,0.1527887695176504,-0.7202586213689713,0.29027825489522496,0.4372866847762799,1,3,0.0,0.0,1.0,0.0
7032 FAIR OAKS BLVD,95608,CA,CARMICHAEL,3,2,1245,2008-05-19T00:00:00Z,139500.0,38.628563,-121.328297,139500.0,139500.0,0.1561853586628308,-0.6980719439965091,0.2138440398488492,-0.08402740799658696,1,3,1.0,0.0,0.0,0.0
2421 SANTINA WAY,95626,CA,ELVERTA,3,2,1416,2008-05-19T00:00:00Z,,38.71865,-121.407763,130488.0,126714.0,0.14598200487070884,-0.7647207228233859,0.2432153899003779,0.11629778270939108,1,3,0.0,0.0,1.0,0.0
2368 CRAIG AVE,95832,CA,SACRAMENTO,3,2,1300,2008-05-19T00:00:00Z,140800.0,38.47807,-121.48114,140800.0,140800.0,0.15765721395907564,-0.6884577171351086,0.22329096530401926,-0.01959532911454725,1,3,0.0,0.0,1.0,0.0
2123 AMANDA WAY,95822,CA,SACRAMENTO,3,2,1120,2008-05-19T00:00:00Z,145000.0,38.484896,-121.486948,145000.0,145000.0,0.1624124387623282,-0.6573963688136614,0.19237375472346271,-0.2304639509103136,1,3,0.0,0.0,1.0,0.0
7620 DARLA WAY,95828,CA,SACRAMENTO,4,2,1590,2008-05-19T00:00:00Z,147000.0,38.478502,-121.403517,147000.0,147000.0,0.1646768315257818,-0.6426052505653531,0.27310202679491585,0.32013745044529857,1,3,0.0,0.0,1.0,0.0
8344 FIELDPOPPY CIR,95828,CA,SACRAMENTO,3,2,1407,2008-05-19T00:00:00Z,149600.0,38.479083,-121.400702,149600.0,149600.0,0.1676205421182715,-0.6233767968425524,0.2416695293713501,0.10575435161960277,1,3,0.0,0.0,1.0,0.0
3624 20TH AVE,95820,CA,SACRAMENTO,5,2,1516,2008-05-19T00:00:00Z,,38.534508,-121.467907,146644.95238095234,123675.0,0.16427484789615532,-0.6452310262239103,0.26039161800068705,0.2334470170403724,1,3,0.0,0.0,1.0,0.0
10001 WOODCREEK OAKS BLVD Unit 1415,95747,CA,ROSEVILLE,2,2,0,2008-05-19T00:00:00Z,150000.0,38.795529,-121.328819,150000.0,150000.0,0.16807342067096226,-0.6204185731928907,0.0,-1.5425353754173043,1,3,1.0,0.0,0.0,0.0
2848 PROVO WAY,95822,CA,SACRAMENTO,3,2,1646,2008-05-19T00:00:00Z,150000.0,38.489759,-121.474754,150000.0,150000.0,0.16807342067096226,-0.6204185731928907,0.282720714531089,0.3857410216706481,1,3,0.0,0.0,1.0,0.0
6045 EHRHARDT AVE,95823,CA,SACRAMENTO,3,2,1676,2008-05-19T00:00:00Z,155000.0,38.457157,-121.43306499999998,155000.0,155000.0,0.17373440257959624,-0.5834407775721202,0.2878735829611817,0.4208857919699425,1,3,0.0,0.0,1.0,0.0
1223 LAMBERTON CIR,95838,CA,SACRAMENTO,3,2,1370,2008-05-19T00:00:00Z,155435.0,38.646677,-121.437573,155435.0,155435.0,0.1742269080056474,-0.5802237093531132,0.2353143249742357,0.062409134917139675,1,3,0.0,0.0,1.0,0.0
6000 BIRCHGLADE WAY,95621,CA,CITRUS HEIGHTS,4,2,1351,2008-05-19T00:00:00Z,158000.0,38.70166,-121.323249,158000.0,158000.0,0.17713099172477664,-0.5612541001996578,0.2320508416351769,0.04015078039425322,1,3,0.0,0.0,1.0,0.0
7204 THOMAS DR,95660,CA,NORTH HIGHLANDS,3,2,1152,2008-05-19T00:00:00Z,158000.0,38.697898,-121.377687,158000.0,158000.0,0.17713099172477664,-0.5612541001996578,0.19787014771556166,-0.1929761959243996,1,3,0.0,0.0,1.0,0.0
8363 LANGTREE WAY,95823,CA,SACRAMENTO,3,2,1452,2008-05-19T00:00:00Z,160000.0,38.45356,-121.435959,160000.0,160000.0,0.17939538448823025,-0.5464629819513497,0.2493988320164892,0.15847150706854435,1,3,0.0,0.0,1.0,0.0
1675 VERNON ST Unit 8,95678,CA,ROSEVILLE,2,1,990,2008-05-19T00:00:00Z,160000.0,38.734136,-121.29963899999998,160000.0,160000.0,0.17939538448823025,-0.5464629819513497,0.1700446581930608,-0.3827579555405893,1,3,0.0,0.0,1.0,0.0
6632 IBEX WOODS CT,95621,CA,CITRUS HEIGHTS,2,2,1162,2008-05-19T00:00:00Z,,38.720868,-121.309855,179974.0,183918.0,0.20200987501684145,-0.3987440840054953,0.1995877705255925,-0.18126127249130145,2,4,0.0,0.0,1.0,0.0
117 EVCAR WAY,95673,CA,RIO LINDA,3,2,1182,2008-05-19T00:00:00Z,164000.0,38.687659,-121.4633,164000.0,164000.0,0.18392417001513747,-0.5168807454547332,0.2030230161456544,-0.1578314256251052,1,4,0.0,0.0,1.0,0.0
6485 LAGUNA MIRAGE LN,95758,CA,ELK GROVE,2,2,1112,2008-05-19T00:00:00Z,165000.0,38.42465,-121.43013700000002,165000.0,165000.0,0.18505636639686426,-0.509485186330579,0.19099965647543804,-0.2398358896567921,1,4,0.0,0.0,1.0,0.0
746 MOOSE CREEK WAY,95632,CA,GALT,3,2,1100,2008-05-19T00:00:00Z,167000.0,38.283085,-121.302071,167000.0,167000.0,0.18732075916031787,-0.4946940680822709,0.1889385091034009,-0.2538937977765099,1,4,0.0,0.0,1.0,0.0
8306 CURLEW CT,95621,CA,CITRUS HEIGHTS,4,2,1280,2008-05-19T00:00:00Z,167293.0,38.715781,-121.298519,167293.0,167293.0,0.18765249270016385,-0.4925271692588937,0.2198557196839574,-0.04302517598074351,1,4,0.0,0.0,1.0,0.0
5217 ARGO WAY,95820,CA,SACRAMENTO,3,1,1039,2008-05-19T00:00:00Z,168000.0,38.52774,-121.433669,168000.0,168000.0,0.1884529555420447,-0.4872985089581167,0.17846100996221229,-0.3253548307184085,1,4,0.0,0.0,1.0,0.0
7108 HEATHER TREE DR,95842,CA,SACRAMENTO,3,2,1159,2008-05-19T00:00:00Z,170000.0,38.695677,-121.36022,170000.0,170000.0,0.19071734830549827,-0.4725073907098085,0.19907248368258326,-0.18477574952123088,1,4,0.0,0.0,1.0,0.0
2956 DAVENPORT WAY,95833,CA,SACRAMENTO,4,2,1917,2008-05-19T00:00:00Z,170000.0,38.620687,-121.482619,170000.0,170000.0,0.19071734830549827,-0.4725073907098085,0.32926829268292684,0.7032154467076074,1,4,0.0,0.0,1.0,0.0
10062 LINCOLN VILLAGE DR,95827,CA,SACRAMENTO,3,2,1520,2008-05-19T00:00:00Z,170000.0,38.564,-121.320023,170000.0,170000.0,0.19071734830549827,-0.4725073907098085,0.2610786671246994,0.2381329864136117,1,4,0.0,0.0,1.0,0.0
332 PALIN AVE,95632,CA,GALT,3,2,1204,2008-05-19T00:00:00Z,174000.0,38.260467,-121.302636,174000.0,174000.0,0.1952461338324055,-0.442925154213192,0.2068017863277224,-0.13205859407228931,1,4,0.0,0.0,1.0,0.0
4649 FREEWAY CIR,95841,CA,SACRAMENTO,3,2,1120,2008-05-19T00:00:00Z,178000.0,38.658734,-121.357196,178000.0,178000.0,0.1997749193593127,-0.4133429177165756,0.19237375472346271,-0.2304639509103136,1,4,0.0,0.0,1.0,0.0
8593 DERLIN WAY,95823,CA,SACRAMENTO,3,2,1436,2008-05-19T00:00:00Z,180000.0,38.447585,-121.426627,180000.0,180000.0,0.20203931212276632,-0.39855179946826735,0.2466506355204397,0.13972762957558732,2,4,0.0,0.0,1.0,0.0
9273 PREMIER WAY,95826,CA,SACRAMENTO,3,2,1451,2008-05-19T00:00:00Z,180000.0,38.55992,-121.352539,180000.0,180000.0,0.20203931212276632,-0.39855179946826735,0.2492270697354861,0.15730001472523453,2,4,0.0,0.0,1.0,0.0
8032 DUSENBERG CT,95828,CA,SACRAMENTO,4,2,1638,2008-05-19T00:00:00Z,180000.0,38.466499,-121.381119,180000.0,180000.0,0.20203931212276632,-0.39855179946826735,0.28134661628306423,0.3763690829241696,2,4,0.0,0.0,1.0,0.0
7110 STELLA LN Unit 15,95608,CA,CARMICHAEL,2,2,1000,2008-05-19T00:00:00Z,182000.0,38.637396,-121.300055,182000.0,182000.0,0.20430370488622,-0.3837606812199591,0.1717622810030917,-0.3710430321074912,2,4,1.0,0.0,0.0,0.0
1786 PIEDMONT WAY,95661,CA,ROSEVILLE,3,1,1152,2008-05-19T00:00:00Z,188325.0,38.72748,-121.256537,188325.0,188325.0,0.21146484700064194,-0.3369837697596844,0.19787014771556166,-0.1929761959243996,2,5,0.0,0.0,1.0,0.0
1347 HIDALGO CIR,95747,CA,ROSEVILLE,3,2,1154,2008-05-19T00:00:00Z,191500.0,38.747878,-121.311279,191500.0,191500.0,0.21505957051262456,-0.31350286954049505,0.19821367227756784,-0.19063321123778001,2,5,0.0,0.0,1.0,0.0
212 CAPPUCINO WAY,95838,CA,SACRAMENTO,3,2,1353,2008-05-19T00:00:00Z,192000.0,38.657811,-121.465327,192000.0,192000.0,0.21562566870348795,-0.309805089978418,0.2323943661971831,0.04249376508087285,2,5,0.0,0.0,1.0,0.0
5938 WOODBRIAR WAY,95621,CA,CITRUS HEIGHTS,3,2,1329,2008-05-19T00:00:00Z,192700.0,38.706152,-121.325399,192700.0,192700.0,0.2164182061706967,-0.3046281985915101,0.2282720714531089,0.014377948841437331,2,5,0.0,0.0,1.0,0.0
3801 WILDROSE WAY,95826,CA,SACRAMENTO,3,1,1356,2008-05-19T00:00:00Z,195000.0,38.544368,-121.369979,195000.0,195000.0,0.2190222578486684,-0.2876184126059556,0.2329096530401924,0.04600824211080229,2,5,0.0,0.0,1.0,0.0
508 SAMUEL WAY,95838,CA,SACRAMENTO,3,2,1505,2008-05-19T00:00:00Z,197654.0,38.645689,-121.452766,197654.0,197654.0,0.2220271070457713,-0.2679905986904506,0.258502232909653,0.22056060126396448,2,5,0.0,0.0,1.0,0.0
6128 CARL SANDBURG CIR,95842,CA,SACRAMENTO,3,1,1009,2008-05-19T00:00:00Z,198000.0,38.681541,-121.355616,198000.0,198000.0,0.2224188469938488,-0.2654317352334933,0.17330814153211954,-0.3604996010177029,2,5,0.0,0.0,1.0,0.0
1 KENNELFORD CIR,95823,CA,SACRAMENTO,3,2,1144,2008-05-19T00:00:00Z,200345.0,38.46452,-121.427606,200345.0,200345.0,0.2250738475089981,-0.2480891490873519,0.19649604946753693,-0.2023481346708781,2,5,0.0,0.0,1.0,0.0
909 SINGINGWOOD RD,95864,CA,SACRAMENTO,2,1,930,2008-05-19T00:00:00Z,203000.0,38.581471,-121.38839,203000.0,203000.0,0.2280798289024828,-0.2284539396127228,0.1597389213328753,-0.4530474961391781,2,5,0.0,0.0,1.0,0.0
6671 FOXWOOD CT,95841,CA,SACRAMENTO,4,2,1766,2008-05-19T00:00:00Z,207000.0,38.687943,-121.328883,207000.0,207000.0,0.23260861442939001,-0.19887170311610627,0.30333218825146,0.5263201028678256,2,5,0.0,0.0,1.0,0.0
8165 AYN RAND CT,95828,CA,SACRAMENTO,4,3,1940,2008-05-19T00:00:00Z,208000.0,38.468639,-121.403265,208000.0,208000.0,0.2337408108111168,-0.19147614399195206,0.33321882514599793,0.7301597706037332,2,5,0.0,0.0,1.0,0.0
9474 VILLAGE TREE DR,95758,CA,ELK GROVE,4,2,1776,2008-05-19T00:00:00Z,210000.0,38.413947,-121.408276,210000.0,210000.0,0.2360052035745704,-0.17668502574364392,0.3050498110614909,0.5380350263009238,2,5,0.0,0.0,1.0,0.0
7213 CALVIN DR,95621,CA,CITRUS HEIGHTS,3,1,1258,2008-05-19T00:00:00Z,212000.0,38.698154,-121.298375,212000.0,212000.0,0.23826959633802405,-0.1618939074953357,0.21607694950188933,-0.0687980075335594,2,5,0.0,0.0,1.0,0.0
8167 DERBY PARK CT,95828,CA,SACRAMENTO,4,2,1872,2008-05-19T00:00:00Z,213675.0,38.460492,-121.373379,213675.0,213675.0,0.2401660252774165,-0.14950634596237755,0.3215389900377877,0.6504982912586659,2,6,0.0,0.0,1.0,0.0
6344 LAGUNA MIRAGE LN,95758,CA,ELK GROVE,2,2,1112,2008-05-19T00:00:00Z,,38.423963,-121.428875,231379.76190476192,220500.0,0.2602112926453224,-0.018569732516639344,0.19099965647543804,-0.2398358896567921,2,6,0.0,0.0,1.0,0.0
2945 RED HAWK WAY,95833,CA,SACRAMENTO,4,2,1856,2008-05-19T00:00:00Z,215000.0,38.619675,-121.496903,215000.0,215000.0,0.24166618548320445,-0.13970723012287334,0.3187907935417382,0.6317544137657088,2,6,0.0,0.0,1.0,0.0
3228 I ST,95816,CA,SACRAMENTO,4,3,1939,2008-05-19T00:00:00Z,215000.0,38.573844,-121.462839,215000.0,215000.0,0.24166618548320445,-0.13970723012287334,0.3330470628649949,0.7289882782604233,2,6,0.0,0.0,1.0,0.0
308 ATKINSON ST,95678,CA,ROSEVILLE,3,1,998,2008-05-19T00:00:00Z,215100.0,38.746794,-121.29971,215100.0,215100.0,0.2417794051213771,-0.13896767421045794,0.17141875644108553,-0.3733860167941108,2,6,0.0,0.0,1.0,0.0
624 HOVEY WAY,95678,CA,ROSEVILLE,3,2,1758,2008-05-19T00:00:00Z,,38.756149,-121.306479,272600.89473684214,294000.0,0.3068817100884836,0.2862835925076202,0.3019580900034353,0.5169481641213471,2,7,0.0,0.0,1.0,0.0
110 COPPER LEAF WAY,95838,CA,SACRAMENTO,3,2,2142,2008-05-19T00:00:00Z,218000.0,38.658466,-121.46066100000002,218000.0,218000.0,0.2450627746283849,-0.117520552750411,0.3679148059086225,0.9668012239523154,2,6,0.0,0.0,1.0,0.0
7535 ALMA VISTA WAY,95831,CA,SACRAMENTO,2,1,950,2008-05-19T00:00:00Z,220000.0,38.48403,-121.507641,220000.0,220000.0,0.24732716739183844,-0.10272943450210276,0.16317416695293713,-0.42961764927298185,2,6,0.0,0.0,1.0,0.0
7423 WILSALL CT,95758,CA,ELK GROVE,4,3,1739,2008-05-19T00:00:00Z,221000.0,38.417026,-121.416821,221000.0,221000.0,0.2484593637735653,-0.09533387537794867,0.2986946066643765,0.4946898095984607,2,6,0.0,0.0,1.0,0.0
8629 VIA ALTA WAY,95624,CA,ELK GROVE,3,2,1516,2008-05-19T00:00:00Z,222900.0,38.398245,-121.380615,222900.0,222900.0,0.25061053689884616,-0.08128231304205585,0.26039161800068705,0.2334470170403724,2,6,0.0,0.0,1.0,0.0
